G1;G2;|G1|;|G2|;Coeff Vars;Coeff Lits;
 [i('$VAR'(6),'$VAR'(5)),g('$VAR'(3),'$VAR'(10)),h('$VAR'(1),'$VAR'(2),'$VAR'(4)),g('$VAR'(6),'$VAR'(5)),g('$VAR'(3),'$VAR'(10)),g('$VAR'(9),'$VAR'(1))]; [f('$VAR'(16)),g('$VAR'(13),T),g('$VAR'(14),T),h('$VAR'(14),'$VAR'(11),'$VAR'(15)),g('$VAR'(16),'$VAR'(11)),h('$VAR'(11),'$VAR'(12),R),i(S,'$VAR'(14)),i('$VAR'(17),'$VAR'(15)),h('$VAR'(15),S,'$VAR'(14)),f('$VAR'(15)),f('$VAR'(17))];6;11;1814400;144;
 [f('$VAR'(7)),h('$VAR'(7),'$VAR'(10),'$VAR'(8)),f('$VAR'(1)),h('$VAR'(8),'$VAR'(10),'$VAR'(6)),i('$VAR'(4),'$VAR'(4)),f('$VAR'(6)),i('$VAR'(4),'$VAR'(10)),g('$VAR'(9),'$VAR'(1))]; [i('$VAR'(11),'$VAR'(16)),g('$VAR'(17),'$VAR'(15)),f('$VAR'(14)),i(R,'$VAR'(13)),g('$VAR'(14),S),i('$VAR'(12),'$VAR'(13)),h(S,'$VAR'(12),'$VAR'(17)),i(S,T),f('$VAR'(12)),h('$VAR'(16),T,'$VAR'(17)),g(S,'$VAR'(17))];8;11;604800;144;
 [h('$VAR'(3),'$VAR'(7),'$VAR'(5)),f('$VAR'(10)),i('$VAR'(10),'$VAR'(1)),f('$VAR'(3)),h('$VAR'(7),'$VAR'(4),'$VAR'(2))]; [g('$VAR'(13),'$VAR'(12)),h(R,S,S),i('$VAR'(14),R),h('$VAR'(13),'$VAR'(17),'$VAR'(16)),f('$VAR'(16)),i(T,'$VAR'(16)),f('$VAR'(14)),h(T,'$VAR'(15),'$VAR'(13)),h('$VAR'(12),'$VAR'(11),S),f('$VAR'(17)),f('$VAR'(12))];5;11;604800;144;
 [f('$VAR'(4)),h('$VAR'(10),'$VAR'(5),'$VAR'(3)),g('$VAR'(10),'$VAR'(7)),f('$VAR'(6)),g('$VAR'(1),'$VAR'(8)),f('$VAR'(1)),g('$VAR'(3),'$VAR'(5)),f('$VAR'(7)),f('$VAR'(3)),f('$VAR'(1)),i('$VAR'(9),'$VAR'(5)),h('$VAR'(2),'$VAR'(3),'$VAR'(10)),h('$VAR'(8),'$VAR'(3),'$VAR'(2)),h('$VAR'(9),'$VAR'(6),'$VAR'(2))]; [i('$VAR'(16),'$VAR'(17)),g('$VAR'(14),'$VAR'(15)),i('$VAR'(12),'$VAR'(11)),f('$VAR'(14)),h('$VAR'(12),'$VAR'(13),'$VAR'(14))];14;5;604800;144;
 [h('$VAR'(1),'$VAR'(2),'$VAR'(9)),f('$VAR'(2)),g('$VAR'(1),'$VAR'(4)),f('$VAR'(3)),h('$VAR'(4),'$VAR'(9),'$VAR'(10)),f('$VAR'(3)),h('$VAR'(10),'$VAR'(6),'$VAR'(2)),h('$VAR'(5),'$VAR'(4),'$VAR'(9)),i('$VAR'(5),'$VAR'(4)),f('$VAR'(8)),h('$VAR'(10),'$VAR'(9),'$VAR'(1)),f('$VAR'(10)),i('$VAR'(6),'$VAR'(2)),h('$VAR'(5),'$VAR'(2),'$VAR'(10)),f('$VAR'(8)),h('$VAR'(2),'$VAR'(1),'$VAR'(8)),h('$VAR'(7),'$VAR'(9),'$VAR'(1)),h('$VAR'(5),'$VAR'(9),'$VAR'(7))]; [g('$VAR'(12),'$VAR'(15)),h('$VAR'(12),'$VAR'(14),'$VAR'(14)),g(S,R),h('$VAR'(11),'$VAR'(17),'$VAR'(16)),h('$VAR'(17),'$VAR'(14),'$VAR'(13))];18;5;362880;144;
 [i('$VAR'(2),'$VAR'(7)),h('$VAR'(1),'$VAR'(7),'$VAR'(6)),i('$VAR'(9),'$VAR'(6)),i('$VAR'(4),'$VAR'(10)),h('$VAR'(9),'$VAR'(8),'$VAR'(7))]; [h(R,S,'$VAR'(16)),h('$VAR'(13),'$VAR'(14),'$VAR'(15)),g('$VAR'(17),T),i('$VAR'(13),S),f('$VAR'(14)),i(S,'$VAR'(17)),f('$VAR'(13)),f('$VAR'(16)),i('$VAR'(13),'$VAR'(13)),i('$VAR'(16),'$VAR'(11)),h('$VAR'(17),'$VAR'(16),'$VAR'(17)),h('$VAR'(12),'$VAR'(15),'$VAR'(17)),f('$VAR'(13)),g('$VAR'(14),'$VAR'(12)),g('$VAR'(11),'$VAR'(14)),f(S),i('$VAR'(11),'$VAR'(17)),f('$VAR'(16))];5;18;362880;144;
 [h('$VAR'(1),'$VAR'(5),'$VAR'(5)),i('$VAR'(9),'$VAR'(2)),i('$VAR'(9),'$VAR'(6)),f('$VAR'(9)),h('$VAR'(5),'$VAR'(3),'$VAR'(7)),h('$VAR'(10),'$VAR'(3),'$VAR'(3)),h('$VAR'(3),'$VAR'(8),'$VAR'(5)),h('$VAR'(4),'$VAR'(5),'$VAR'(9))]; [h(R,'$VAR'(13),'$VAR'(11)),f(S),i(R,'$VAR'(15)),i('$VAR'(14),T),i('$VAR'(14),'$VAR'(11)),f('$VAR'(16)),h('$VAR'(14),'$VAR'(15),T),g(S,'$VAR'(17)),f('$VAR'(12)),f(T)];8;10;362880;144;
 [i('$VAR'(3),'$VAR'(10)),f('$VAR'(3)),f('$VAR'(3)),i('$VAR'(3),'$VAR'(1)),g('$VAR'(8),'$VAR'(5)),f('$VAR'(2)),h('$VAR'(1),'$VAR'(8),'$VAR'(10)),h('$VAR'(4),'$VAR'(4),'$VAR'(1)),g('$VAR'(6),'$VAR'(9)),i('$VAR'(4),'$VAR'(5)),h('$VAR'(6),'$VAR'(10),'$VAR'(10))]; [f('$VAR'(14)),f('$VAR'(13)),g('$VAR'(11),'$VAR'(11)),i('$VAR'(12),S),f('$VAR'(16)),i('$VAR'(11),'$VAR'(15)),i(R,'$VAR'(17)),h('$VAR'(17),S,'$VAR'(15)),i('$VAR'(14),'$VAR'(14)),i('$VAR'(14),'$VAR'(17))];11;10;181440;144;
 [g('$VAR'(8),'$VAR'(1)),i('$VAR'(10),'$VAR'(1)),i('$VAR'(3),'$VAR'(2)),h('$VAR'(5),'$VAR'(3),'$VAR'(4)),i('$VAR'(4),'$VAR'(5)),i('$VAR'(5),'$VAR'(2)),h('$VAR'(10),'$VAR'(6),'$VAR'(10))]; [f('$VAR'(14)),g('$VAR'(11),'$VAR'(15)),i('$VAR'(13),'$VAR'(12)),g('$VAR'(15),S),f('$VAR'(15)),g(R,'$VAR'(11)),g('$VAR'(13),'$VAR'(16)),i('$VAR'(13),'$VAR'(17)),g('$VAR'(11),'$VAR'(14)),g('$VAR'(13),'$VAR'(13)),g('$VAR'(11),'$VAR'(13)),i('$VAR'(16),'$VAR'(13))];7;12;181440;144;
 [h('$VAR'(9),'$VAR'(1),'$VAR'(5)),i('$VAR'(5),'$VAR'(2)),f('$VAR'(5)),f('$VAR'(5)),h('$VAR'(3),'$VAR'(5),'$VAR'(8))]; [h('$VAR'(17),'$VAR'(14),'$VAR'(12)),g('$VAR'(14),T),g('$VAR'(17),T),i('$VAR'(12),'$VAR'(15)),h('$VAR'(15),'$VAR'(15),'$VAR'(15)),f(R),h(S,'$VAR'(17),'$VAR'(11)),g('$VAR'(13),'$VAR'(15)),f('$VAR'(13)),i('$VAR'(13),'$VAR'(17)),f(S),h('$VAR'(16),'$VAR'(17),T),h(T,'$VAR'(16),'$VAR'(16)),f('$VAR'(17))];5;14;151200;144;
 [i('$VAR'(7),'$VAR'(7)),f('$VAR'(5)),h('$VAR'(2),'$VAR'(10),'$VAR'(9)),f('$VAR'(4)),i('$VAR'(9),'$VAR'(4)),i('$VAR'(4),'$VAR'(2)),i('$VAR'(6),'$VAR'(5))]; [i('$VAR'(13),R),f('$VAR'(13)),g('$VAR'(12),'$VAR'(11)),i(S,R),g(T,R),g(S,'$VAR'(13)),h(T,'$VAR'(15),T),h('$VAR'(13),S,'$VAR'(13)),h('$VAR'(13),'$VAR'(14),S),f('$VAR'(13)),h('$VAR'(14),R,S),h('$VAR'(16),'$VAR'(13),'$VAR'(15)),i('$VAR'(17),'$VAR'(13)),i('$VAR'(12),'$VAR'(11))];7;14;60480;144;
 [g('$VAR'(10),'$VAR'(2)),h('$VAR'(2),'$VAR'(6),'$VAR'(8)),f('$VAR'(8)),g('$VAR'(8),'$VAR'(5)),h('$VAR'(9),'$VAR'(5),'$VAR'(6))]; [i('$VAR'(13),'$VAR'(16)),i('$VAR'(14),'$VAR'(14)),f('$VAR'(15)),g('$VAR'(11),'$VAR'(13)),h('$VAR'(13),'$VAR'(14),'$VAR'(15)),h('$VAR'(15),'$VAR'(17),R),g('$VAR'(12),'$VAR'(17)),f('$VAR'(14)),f('$VAR'(13)),h('$VAR'(15),'$VAR'(11),'$VAR'(15)),g('$VAR'(13),'$VAR'(12)),h('$VAR'(15),S,'$VAR'(16)),f('$VAR'(13)),i(R,'$VAR'(17)),h(R,R,'$VAR'(14))];5;15;60480;144;
 [h('$VAR'(6),'$VAR'(7),'$VAR'(5)),i('$VAR'(6),'$VAR'(3)),g('$VAR'(4),'$VAR'(8)),h('$VAR'(7),'$VAR'(5),'$VAR'(6)),i('$VAR'(6),'$VAR'(7)),f('$VAR'(2)),i('$VAR'(6),'$VAR'(8)),f('$VAR'(7)),f('$VAR'(1)),f('$VAR'(10)),i('$VAR'(7),'$VAR'(7)),g('$VAR'(2),'$VAR'(5))]; [h('$VAR'(12),'$VAR'(12),'$VAR'(16)),f('$VAR'(12)),f('$VAR'(16)),i('$VAR'(11),'$VAR'(12)),h('$VAR'(11),'$VAR'(11),'$VAR'(12)),g('$VAR'(15),'$VAR'(14)),i('$VAR'(11),'$VAR'(13))];12;7;60480;144;
 [f('$VAR'(8)),i('$VAR'(7),'$VAR'(5)),g('$VAR'(1),'$VAR'(6)),i('$VAR'(2),'$VAR'(7)),h('$VAR'(10),'$VAR'(10),'$VAR'(6)),g('$VAR'(7),'$VAR'(10)),i('$VAR'(7),'$VAR'(7)),i('$VAR'(5),'$VAR'(10)),i('$VAR'(6),'$VAR'(8)),f('$VAR'(6)),f('$VAR'(1)),h('$VAR'(4),'$VAR'(1),'$VAR'(6)),h('$VAR'(7),'$VAR'(5),'$VAR'(2)),g('$VAR'(4),'$VAR'(6))]; [f('$VAR'(12)),f(R),f('$VAR'(11)),g(R,'$VAR'(15)),f('$VAR'(13)),h(R,R,R),h('$VAR'(12),'$VAR'(14),'$VAR'(17)),h('$VAR'(12),'$VAR'(16),'$VAR'(11))];14;8;40320;144;
 [f('$VAR'(3)),g('$VAR'(8),'$VAR'(8)),g('$VAR'(7),'$VAR'(6)),i('$VAR'(3),'$VAR'(9)),g('$VAR'(2),'$VAR'(6)),f('$VAR'(9)),i('$VAR'(1),'$VAR'(6)),f('$VAR'(1)),f('$VAR'(4)),i('$VAR'(6),'$VAR'(10))]; [i('$VAR'(14),'$VAR'(11)),f('$VAR'(16)),g('$VAR'(13),'$VAR'(12)),g('$VAR'(12),'$VAR'(13)),f('$VAR'(15)),f('$VAR'(17))];10;6;40320;144;
 [h('$VAR'(2),'$VAR'(3),'$VAR'(8)),i('$VAR'(3),'$VAR'(9)),h('$VAR'(9),'$VAR'(5),'$VAR'(6)),i('$VAR'(6),'$VAR'(5)),i('$VAR'(6),'$VAR'(1))]; [f('$VAR'(14)),i(S,'$VAR'(17)),f(S),i('$VAR'(12),'$VAR'(17)),f(T),f('$VAR'(13)),h('$VAR'(15),'$VAR'(14),S),h('$VAR'(15),'$VAR'(14),'$VAR'(15)),i(T,R),g('$VAR'(15),'$VAR'(16)),f('$VAR'(16)),h('$VAR'(11),'$VAR'(14),R),i(T,R),g(R,R),h('$VAR'(15),'$VAR'(13),'$VAR'(15)),h(R,'$VAR'(14),'$VAR'(11))];5;16;40320;144;
 [g('$VAR'(3),'$VAR'(4)),f('$VAR'(5)),g('$VAR'(2),'$VAR'(1)),h('$VAR'(9),'$VAR'(4),'$VAR'(9)),h('$VAR'(3),'$VAR'(5),'$VAR'(3)),g('$VAR'(7),'$VAR'(3)),f('$VAR'(8)),g('$VAR'(8),'$VAR'(10)),i('$VAR'(4),'$VAR'(7)),g('$VAR'(8),'$VAR'(2))]; [f('$VAR'(11)),h('$VAR'(16),R,'$VAR'(15)),f('$VAR'(17)),f(S),f('$VAR'(13)),h('$VAR'(16),'$VAR'(11),'$VAR'(15)),f('$VAR'(12)),i('$VAR'(13),'$VAR'(14)),f('$VAR'(16)),f('$VAR'(17)),f('$VAR'(14)),f('$VAR'(15)),h('$VAR'(12),'$VAR'(13),'$VAR'(12)),h(S,'$VAR'(12),'$VAR'(13))];10;14;20160;144;
 [g('$VAR'(9),'$VAR'(4)),i('$VAR'(7),'$VAR'(5)),f('$VAR'(4)),f('$VAR'(1)),g('$VAR'(1),'$VAR'(1))]; [f('$VAR'(16)),h('$VAR'(14),'$VAR'(14),'$VAR'(15)),f('$VAR'(13)),h(S,'$VAR'(13),'$VAR'(13)),i(S,'$VAR'(11)),f('$VAR'(17)),h('$VAR'(13),'$VAR'(11),'$VAR'(11)),i('$VAR'(11),'$VAR'(11)),g('$VAR'(16),'$VAR'(11)),g('$VAR'(14),'$VAR'(15)),i('$VAR'(11),'$VAR'(15)),i(S,'$VAR'(11)),h(R,'$VAR'(11),'$VAR'(12)),f(S),i('$VAR'(12),'$VAR'(11)),g('$VAR'(13),R)];5;16;15120;144;
 [g('$VAR'(1),'$VAR'(8)),g('$VAR'(5),'$VAR'(9)),i('$VAR'(3),'$VAR'(10)),g('$VAR'(8),'$VAR'(3)),g('$VAR'(3),'$VAR'(2)),f('$VAR'(9)),f('$VAR'(9))]; [f('$VAR'(15)),h(T,'$VAR'(12),'$VAR'(16)),f('$VAR'(17)),h(R,'$VAR'(11),'$VAR'(12)),h('$VAR'(14),S,S),f('$VAR'(12)),g('$VAR'(17),'$VAR'(12)),i('$VAR'(14),'$VAR'(17)),f('$VAR'(13)),g('$VAR'(15),R)];7;10;5040;144;
 [f('$VAR'(1)),h('$VAR'(7),'$VAR'(7),'$VAR'(5)),h('$VAR'(1),'$VAR'(7),'$VAR'(4)),h('$VAR'(3),'$VAR'(7),'$VAR'(8)),g('$VAR'(4),'$VAR'(1)),h('$VAR'(10),'$VAR'(2),'$VAR'(7)),i('$VAR'(2),'$VAR'(4)),i('$VAR'(8),'$VAR'(3))]; [g('$VAR'(11),'$VAR'(15)),i('$VAR'(17),'$VAR'(15)),g(R,'$VAR'(13)),h('$VAR'(17),'$VAR'(11),'$VAR'(17)),i(R,'$VAR'(12)),g(R,'$VAR'(16)),g(S,'$VAR'(16)),f(R),g('$VAR'(15),'$VAR'(16)),i(S,'$VAR'(17)),g(T,'$VAR'(12)),g('$VAR'(12),S),f('$VAR'(14)),f(T)];8;14;30240;126;
 [g('$VAR'(1),'$VAR'(7)),f('$VAR'(7)),h('$VAR'(2),'$VAR'(5),'$VAR'(5)),h('$VAR'(5),'$VAR'(5),'$VAR'(10)),f('$VAR'(3)),f('$VAR'(8)),h('$VAR'(5),'$VAR'(5),'$VAR'(4)),f('$VAR'(10)),g('$VAR'(8),'$VAR'(3)),g('$VAR'(7),'$VAR'(9)),i('$VAR'(2),'$VAR'(1)),h('$VAR'(1),'$VAR'(1),'$VAR'(4)),f('$VAR'(10)),i('$VAR'(10),'$VAR'(7)),i('$VAR'(10),'$VAR'(4)),f('$VAR'(4)),f('$VAR'(3))]; [i('$VAR'(12),'$VAR'(14)),f('$VAR'(11)),f('$VAR'(14)),h('$VAR'(15),'$VAR'(13),'$VAR'(14))];17;4;210;126;
 [f('$VAR'(2)),g('$VAR'(8),'$VAR'(10)),f('$VAR'(10)),i('$VAR'(10),'$VAR'(1)),h('$VAR'(6),'$VAR'(6),'$VAR'(2)),g('$VAR'(1),'$VAR'(4)),g('$VAR'(5),'$VAR'(5)),i('$VAR'(2),'$VAR'(7)),i('$VAR'(1),'$VAR'(7)),f('$VAR'(10)),g('$VAR'(6),'$VAR'(7)),h('$VAR'(8),'$VAR'(2),'$VAR'(4)),f('$VAR'(5)),g('$VAR'(7),'$VAR'(3)),h('$VAR'(10),'$VAR'(8),'$VAR'(9)),f('$VAR'(3))]; [g('$VAR'(12),'$VAR'(16)),f('$VAR'(12)),i('$VAR'(12),'$VAR'(14)),h('$VAR'(13),'$VAR'(11),'$VAR'(15))];16;4;151200;120;
 [i('$VAR'(1),'$VAR'(3)),i('$VAR'(8),'$VAR'(8)),h('$VAR'(3),'$VAR'(6),'$VAR'(8)),f('$VAR'(2)),i('$VAR'(3),'$VAR'(2)),g('$VAR'(4),'$VAR'(1))]; [h('$VAR'(14),'$VAR'(14),T),g(R,'$VAR'(15)),h('$VAR'(14),'$VAR'(11),'$VAR'(13)),i('$VAR'(16),'$VAR'(16)),h(T,'$VAR'(12),'$VAR'(16)),i('$VAR'(13),'$VAR'(17)),h('$VAR'(17),'$VAR'(13),'$VAR'(12)),i(S,'$VAR'(15)),h('$VAR'(14),R,'$VAR'(15)),g(T,'$VAR'(14)),h(R,T,'$VAR'(12)),h(T,T,'$VAR'(11)),g(R,'$VAR'(14)),h(T,'$VAR'(14),'$VAR'(14)),g('$VAR'(11),'$VAR'(16)),f(S),i(S,'$VAR'(16))];6;17;151200;120;
 [g('$VAR'(3),'$VAR'(2)),g('$VAR'(7),'$VAR'(9)),i('$VAR'(6),'$VAR'(2)),h('$VAR'(10),'$VAR'(2),'$VAR'(9)),g('$VAR'(9),'$VAR'(5)),h('$VAR'(2),'$VAR'(5),'$VAR'(1)),g('$VAR'(7),'$VAR'(2))]; [f('$VAR'(12)),h('$VAR'(17),'$VAR'(14),T),i('$VAR'(11),'$VAR'(13)),h('$VAR'(11),S,S),f('$VAR'(15)),i('$VAR'(12),'$VAR'(13)),f(T),g('$VAR'(14),'$VAR'(16)),g('$VAR'(16),T),f('$VAR'(14)),i('$VAR'(12),'$VAR'(14)),i(T,S),i(T,'$VAR'(12)),f(R),h(S,'$VAR'(15),S),h(R,'$VAR'(12),R),f('$VAR'(16))];7;17;40320;120;
 [h('$VAR'(5),'$VAR'(7),'$VAR'(1)),h('$VAR'(3),'$VAR'(1),'$VAR'(6)),h('$VAR'(4),'$VAR'(8),'$VAR'(7)),h('$VAR'(2),'$VAR'(5),'$VAR'(1))]; [h('$VAR'(17),S,S),h(T,'$VAR'(12),'$VAR'(11)),g('$VAR'(17),'$VAR'(14)),g('$VAR'(15),'$VAR'(15)),f(R),i(T,'$VAR'(12)),g(S,'$VAR'(12)),h(S,T,'$VAR'(16)),g(R,T),h('$VAR'(13),R,'$VAR'(12)),h('$VAR'(11),'$VAR'(11),'$VAR'(16)),g('$VAR'(14),T),h(S,'$VAR'(13),'$VAR'(15)),h('$VAR'(12),R,T),f(R),g('$VAR'(11),'$VAR'(15))];4;16;40320;120;
 [h('$VAR'(8),'$VAR'(5),'$VAR'(9)),i('$VAR'(8),'$VAR'(9)),h('$VAR'(3),'$VAR'(5),'$VAR'(2)),f('$VAR'(7)),i('$VAR'(4),'$VAR'(4)),i('$VAR'(1),'$VAR'(10)),g('$VAR'(2),'$VAR'(1)),h('$VAR'(3),'$VAR'(9),'$VAR'(6)),i('$VAR'(4),'$VAR'(6)),h('$VAR'(8),'$VAR'(7),'$VAR'(7)),f('$VAR'(4)),h('$VAR'(2),'$VAR'(6),'$VAR'(9)),i('$VAR'(2),'$VAR'(7)),i('$VAR'(10),'$VAR'(1)),f('$VAR'(9))]; [h('$VAR'(11),'$VAR'(14),'$VAR'(13)),h('$VAR'(14),'$VAR'(14),'$VAR'(16)),f('$VAR'(14)),i('$VAR'(15),'$VAR'(12)),g('$VAR'(16),'$VAR'(16)),f('$VAR'(14))];15;6;30240;120;
 [g('$VAR'(9),'$VAR'(2)),f('$VAR'(9)),i('$VAR'(10),'$VAR'(5)),f('$VAR'(4)),g('$VAR'(5),'$VAR'(4)),f('$VAR'(9)),f('$VAR'(10)),i('$VAR'(5),'$VAR'(6)),g('$VAR'(1),'$VAR'(8)),h('$VAR'(4),'$VAR'(9),'$VAR'(7)),h('$VAR'(2),'$VAR'(10),'$VAR'(1)),h('$VAR'(7),'$VAR'(6),'$VAR'(10)),h('$VAR'(3),'$VAR'(4),'$VAR'(4)),f('$VAR'(6))]; [i('$VAR'(15),'$VAR'(13)),f('$VAR'(12)),f('$VAR'(11)),i('$VAR'(12),'$VAR'(11)),g('$VAR'(14),'$VAR'(13))];14;5;6720;120;
 [g('$VAR'(6),'$VAR'(10)),f('$VAR'(8)),f('$VAR'(5)),f('$VAR'(9)),g('$VAR'(5),'$VAR'(8)),f('$VAR'(7)),f('$VAR'(1)),f('$VAR'(2)),g('$VAR'(4),'$VAR'(8)),i('$VAR'(4),'$VAR'(5)),f('$VAR'(5)),g('$VAR'(9),'$VAR'(4)),f('$VAR'(5)),h('$VAR'(8),'$VAR'(2),'$VAR'(6)),f('$VAR'(2)),g('$VAR'(5),'$VAR'(10)),h('$VAR'(5),'$VAR'(6),'$VAR'(1))]; [g('$VAR'(14),'$VAR'(12)),h('$VAR'(15),'$VAR'(13),'$VAR'(14)),g('$VAR'(15),'$VAR'(14)),g('$VAR'(13),'$VAR'(11))];17;4;6720;120;
 [h('$VAR'(9),'$VAR'(9),'$VAR'(5)),f('$VAR'(10)),i('$VAR'(7),'$VAR'(2)),h('$VAR'(10),'$VAR'(5),'$VAR'(5)),h('$VAR'(2),'$VAR'(8),'$VAR'(4)),i('$VAR'(2),'$VAR'(1)),f('$VAR'(4)),g('$VAR'(6),'$VAR'(9)),h('$VAR'(2),'$VAR'(5),'$VAR'(9)),g('$VAR'(3),'$VAR'(4)),i('$VAR'(4),'$VAR'(9)),i('$VAR'(10),'$VAR'(7)),f('$VAR'(1)),g('$VAR'(10),'$VAR'(2)),g('$VAR'(8),'$VAR'(7)),f('$VAR'(3)),h('$VAR'(6),'$VAR'(2),'$VAR'(7)),i('$VAR'(3),'$VAR'(6))]; [i('$VAR'(12),'$VAR'(11)),f('$VAR'(14)),f('$VAR'(12)),f('$VAR'(13))];18;4;1680;120;
 [g('$VAR'(5),'$VAR'(2)),g('$VAR'(8),'$VAR'(6)),h('$VAR'(6),'$VAR'(7),'$VAR'(6)),f('$VAR'(3)),h('$VAR'(4),'$VAR'(7),'$VAR'(7)),f('$VAR'(4)),i('$VAR'(2),'$VAR'(2)),h('$VAR'(3),'$VAR'(4),'$VAR'(4)),f('$VAR'(2)),g('$VAR'(2),'$VAR'(6)),i('$VAR'(1),'$VAR'(1)),i('$VAR'(6),'$VAR'(2)),i('$VAR'(2),'$VAR'(6)),g('$VAR'(7),'$VAR'(6)),i('$VAR'(2),'$VAR'(6)),h('$VAR'(8),'$VAR'(3),'$VAR'(7)),g('$VAR'(10),'$VAR'(5))]; [g('$VAR'(14),'$VAR'(12)),g('$VAR'(12),'$VAR'(15)),i('$VAR'(14),'$VAR'(13)),i('$VAR'(13),'$VAR'(14)),h('$VAR'(15),'$VAR'(11),'$VAR'(15))];17;5;720;120;
 [g('$VAR'(6),'$VAR'(1)),i('$VAR'(3),'$VAR'(3)),i('$VAR'(9),'$VAR'(5)),h('$VAR'(3),'$VAR'(5),'$VAR'(9)),g('$VAR'(1),'$VAR'(4)),h('$VAR'(6),'$VAR'(8),'$VAR'(2)),g('$VAR'(4),'$VAR'(8)),i('$VAR'(6),'$VAR'(1)),g('$VAR'(9),'$VAR'(10)),f('$VAR'(7)),g('$VAR'(2),'$VAR'(8)),f('$VAR'(6)),f('$VAR'(9)),h('$VAR'(4),'$VAR'(9),'$VAR'(9)),g('$VAR'(2),'$VAR'(6)),g('$VAR'(6),'$VAR'(1)),g('$VAR'(6),'$VAR'(2)),g('$VAR'(1),'$VAR'(8))]; [h('$VAR'(16),'$VAR'(12),'$VAR'(15)),h(S,'$VAR'(17),'$VAR'(12)),i('$VAR'(12),'$VAR'(13)),h(S,'$VAR'(14),'$VAR'(14)),f('$VAR'(11)),g('$VAR'(13),S),i('$VAR'(14),'$VAR'(14)),i(R,'$VAR'(12))];18;8;3628800;108;
 [h('$VAR'(2),'$VAR'(6),'$VAR'(9)),g('$VAR'(4),'$VAR'(3)),f('$VAR'(8)),g('$VAR'(6),'$VAR'(6)),g('$VAR'(4),'$VAR'(4)),h('$VAR'(10),'$VAR'(1),'$VAR'(10)),i('$VAR'(1),'$VAR'(9)),h('$VAR'(9),'$VAR'(6),'$VAR'(7)),i('$VAR'(8),'$VAR'(6))]; [f('$VAR'(14)),i('$VAR'(17),'$VAR'(11)),i('$VAR'(11),T),f(S),g(R,'$VAR'(17)),h(S,'$VAR'(14),R),g(T,'$VAR'(12)),h('$VAR'(12),'$VAR'(14),'$VAR'(15)),i('$VAR'(13),'$VAR'(16)),g('$VAR'(13),S),f('$VAR'(13))];9;11;1814400;108;
 [i('$VAR'(1),'$VAR'(8)),i('$VAR'(4),'$VAR'(8)),f('$VAR'(8)),h('$VAR'(9),'$VAR'(10),'$VAR'(3)),f('$VAR'(3)),g('$VAR'(8),'$VAR'(10)),h('$VAR'(10),'$VAR'(4),'$VAR'(6)),h('$VAR'(1),'$VAR'(6),'$VAR'(8)),i('$VAR'(10),'$VAR'(10)),h('$VAR'(5),'$VAR'(5),'$VAR'(3)),g('$VAR'(2),'$VAR'(10)),i('$VAR'(3),'$VAR'(5)),g('$VAR'(1),'$VAR'(5)),f('$VAR'(6))]; [g('$VAR'(14),'$VAR'(14)),i('$VAR'(13),'$VAR'(13)),i('$VAR'(12),'$VAR'(14)),f('$VAR'(17)),g('$VAR'(17),'$VAR'(11)),i('$VAR'(17),'$VAR'(11)),f('$VAR'(12)),i('$VAR'(16),'$VAR'(14)),f('$VAR'(15))];14;9;40320;108;
 [f('$VAR'(10)),f('$VAR'(10)),h('$VAR'(8),'$VAR'(10),'$VAR'(2)),i('$VAR'(4),'$VAR'(4)),h('$VAR'(2),'$VAR'(6),'$VAR'(3)),g('$VAR'(8),'$VAR'(4)),g('$VAR'(2),'$VAR'(10)),g('$VAR'(4),'$VAR'(6)),g('$VAR'(5),'$VAR'(5)),h('$VAR'(3),'$VAR'(10),'$VAR'(10)),h('$VAR'(6),'$VAR'(4),'$VAR'(6)),i('$VAR'(5),'$VAR'(1)),f('$VAR'(1))]; [g('$VAR'(14),'$VAR'(15)),f('$VAR'(12)),i('$VAR'(13),'$VAR'(11)),f('$VAR'(14)),i('$VAR'(13),'$VAR'(15)),h('$VAR'(11),'$VAR'(16),'$VAR'(14)),i('$VAR'(11),'$VAR'(16))];13;7;20160;108;
 [i('$VAR'(5),'$VAR'(5)),g('$VAR'(6),'$VAR'(5)),i('$VAR'(10),'$VAR'(9)),g('$VAR'(7),'$VAR'(4)),i('$VAR'(2),'$VAR'(7)),h('$VAR'(4),'$VAR'(2),'$VAR'(10)),f('$VAR'(4)),h('$VAR'(10),'$VAR'(5),'$VAR'(5)),f('$VAR'(3))]; [h(R,S,'$VAR'(11)),f('$VAR'(16)),f('$VAR'(15)),i(T,T),i('$VAR'(17),'$VAR'(11)),h('$VAR'(11),'$VAR'(14),'$VAR'(16)),f('$VAR'(12)),g(S,'$VAR'(14)),i('$VAR'(13),T),f('$VAR'(13))];9;10;1814400;96;
